,target,age,workclass,fnlwgt,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country
261,<=50K,45,Private,98092,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States
262,<=50K,17,Private,245918,7,Never-married,Other-service,Own-child,White,Male,0,0,12,United-States
263,<=50K,59,Private,146013,10,Married-civ-spouse,Sales,Husband,White,Male,4064,0,40,United-States
264,<=50K,26,Private,378322,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
265,>50K,37,Self-emp-inc,257295,10,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,75,Thailand
266,<=50K,19,,218956,10,Never-married,,Own-child,White,Male,0,0,24,Canada
267,>50K,64,Private,21174,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
268,<=50K,33,Private,185480,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,45,United-States
269,>50K,33,Private,222205,9,Married-civ-spouse,Craft-repair,Wife,White,Female,0,0,40,United-States
270,>50K,61,Private,69867,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
271,<=50K,17,Private,191260,5,Never-married,Other-service,Own-child,White,Male,1055,0,24,United-States
272,<=50K,50,Self-emp-not-inc,30653,14,Married-civ-spouse,Farming-fishing,Husband,White,Male,2407,0,98,United-States
273,<=50K,27,Local-gov,209109,14,Never-married,Prof-specialty,Own-child,White,Male,0,0,35,United-States
274,<=50K,30,Private,70377,9,Divorced,Prof-specialty,Own-child,White,Female,0,0,40,United-States
275,<=50K,43,Private,477983,9,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,40,United-States
276,>50K,44,Private,170924,10,Married-civ-spouse,Craft-repair,Husband,White,Male,7298,0,40,United-States
277,<=50K,35,Private,190174,10,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States
278,<=50K,25,Private,193787,10,Never-married,Tech-support,Own-child,White,Female,0,0,40,United-States
279,>50K,24,Private,279472,10,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,7298,0,48,United-States
280,<=50K,22,Private,34918,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,15,Germany
281,>50K,42,Local-gov,97688,10,Married-civ-spouse,Craft-repair,Husband,White,Male,5178,0,40,United-States
282,<=50K,34,Private,175413,12,Divorced,Sales,Unmarried,Black,Female,0,0,45,United-States
283,<=50K,60,Private,173960,13,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,42,United-States
284,<=50K,21,Private,205759,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States
285,>50K,57,Federal-gov,425161,14,Married-civ-spouse,Sales,Husband,White,Male,15024,0,40,United-States
286,>50K,41,Private,220531,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States
287,<=50K,50,Private,176609,10,Divorced,Other-service,Not-in-family,White,Male,0,0,45,United-States
288,<=50K,25,Private,371987,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States
289,<=50K,50,Private,193884,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Ecuador
290,<=50K,36,Private,200352,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States
291,<=50K,31,Private,127595,9,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States
292,<=50K,29,Local-gov,220419,13,Never-married,Protective-serv,Not-in-family,White,Male,0,0,56,United-States
293,<=50K,21,Private,231931,10,Never-married,Sales,Own-child,White,Male,0,0,45,United-States
294,<=50K,27,Private,248402,13,Never-married,Tech-support,Unmarried,Black,Female,0,0,40,United-States
295,<=50K,65,Private,111095,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,16,United-States
296,<=50K,37,Self-emp-inc,57424,13,Divorced,Sales,Not-in-family,White,Female,0,0,60,United-States
297,<=50K,39,,157443,14,Married-civ-spouse,,Wife,Asian-Pac-Islander,Female,3464,0,40,
298,<=50K,24,Private,278130,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States
299,<=50K,38,Private,169469,9,Divorced,Sales,Not-in-family,White,Male,0,0,80,United-States
300,>50K,48,Private,146268,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,7688,0,40,United-States
301,<=50K,21,Private,153718,10,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Female,0,0,25,United-States
302,>50K,31,Private,217460,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United-States
303,>50K,55,Private,238638,9,Married-civ-spouse,Sales,Husband,White,Male,4386,0,40,United-States
304,<=50K,24,Private,303296,10,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,Female,0,0,40,Laos
305,<=50K,43,Private,173321,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States
306,<=50K,26,Private,193945,12,Never-married,Tech-support,Not-in-family,White,Male,0,0,45,United-States
307,<=50K,46,Private,83082,12,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,33,United-States
308,>50K,35,Private,193815,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States
309,>50K,41,Self-emp-inc,34987,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,54,United-States
310,<=50K,26,Private,59306,13,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States
311,>50K,34,Private,142897,14,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,7298,0,35,Taiwan
312,<=50K,19,,860348,10,Never-married,,Own-child,Black,Female,0,0,25,United-States
313,>50K,36,Self-emp-not-inc,205607,13,Divorced,Prof-specialty,Not-in-family,Black,Female,0,0,40,United-States
314,<=50K,22,Private,199698,10,Never-married,Sales,Own-child,White,Male,0,0,15,United-States
315,<=50K,24,Private,191954,10,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States
316,<=50K,77,Self-emp-not-inc,138714,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States
317,<=50K,22,Private,399087,3,Married-civ-spouse,Machine-op-inspct,Other-relative,White,Female,0,0,40,Mexico
318,<=50K,29,Private,423158,10,Never-married,Tech-support,Not-in-family,White,Female,0,0,40,United-States
319,<=50K,62,Private,159841,9,Widowed,Other-service,Not-in-family,White,Female,0,0,24,United-States
320,<=50K,39,Self-emp-not-inc,174308,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
321,<=50K,43,Private,50356,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1485,50,United-States
322,<=50K,35,Private,186110,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,45,United-States
323,<=50K,29,Private,200381,7,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States
324,<=50K,76,Self-emp-not-inc,174309,14,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,10,United-States
325,<=50K,63,Self-emp-not-inc,78383,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,45,United-States
326,<=50K,23,,211601,11,Never-married,,Own-child,Black,Female,0,0,15,United-States
327,>50K,43,Private,187728,10,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,1887,50,United-States
328,<=50K,58,Self-emp-not-inc,321171,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States
329,<=50K,66,Private,127921,9,Never-married,Transport-moving,Not-in-family,White,Male,2050,0,55,United-States
330,<=50K,41,Private,206565,10,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,45,United-States
331,<=50K,26,Private,224563,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States
332,<=50K,47,Private,178686,11,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States
333,<=50K,55,Local-gov,98545,6,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States
334,<=50K,53,Private,242606,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States
335,<=50K,17,Private,270942,3,Never-married,Other-service,Other-relative,White,Male,0,0,48,Mexico
336,<=50K,30,Private,94235,9,Never-married,Craft-repair,Other-relative,White,Male,0,0,40,United-States
337,<=50K,49,Private,71195,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,60,United-States
338,<=50K,19,Private,104112,9,Never-married,Sales,Unmarried,Black,Male,0,0,30,Haiti
339,<=50K,45,Private,261192,9,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,40,United-States
340,<=50K,26,Private,94936,12,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States
341,>50K,38,Private,296478,11,Married-civ-spouse,Craft-repair,Husband,White,Male,7298,0,40,United-States
342,>50K,36,State-gov,119272,9,Married-civ-spouse,Protective-serv,Husband,White,Male,7298,0,40,United-States
343,<=50K,33,Private,85043,9,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,20,United-States
344,<=50K,22,State-gov,293364,10,Never-married,Protective-serv,Own-child,Black,Female,0,0,40,United-States
345,<=50K,43,Self-emp-not-inc,241895,13,Never-married,Sales,Not-in-family,White,Male,0,0,42,United-States
346,<=50K,67,,36135,7,Married-civ-spouse,,Husband,White,Male,0,0,8,United-States
347,<=50K,30,,151989,11,Divorced,,Unmarried,White,Female,0,0,40,United-States
348,<=50K,56,Private,101128,12,Married-spouse-absent,Other-service,Not-in-family,White,Male,0,0,25,Iran
349,<=50K,31,Private,156464,13,Never-married,Prof-specialty,Own-child,White,Male,0,0,25,United-States
350,>50K,33,Private,117963,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
351,<=50K,26,Private,192262,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States
352,>50K,33,Private,111363,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
353,<=50K,46,Local-gov,329752,7,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,30,United-States
354,>50K,59,,372020,13,Married-civ-spouse,,Husband,White,Male,0,0,40,United-States
355,>50K,38,Federal-gov,95432,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States
356,<=50K,65,Private,161400,7,Widowed,Other-service,Unmarried,Other,Male,0,0,40,United-States
357,>50K,40,Private,96129,11,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States
358,<=50K,42,Private,111949,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,35,United-States
359,<=50K,26,Self-emp-not-inc,117125,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Portugal
360,<=50K,36,Private,348022,6,Married-civ-spouse,Other-service,Wife,White,Female,0,0,24,United-States
361,>50K,62,Private,270092,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States
362,<=50K,43,Private,180609,13,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United-States
363,>50K,43,Private,174575,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,1564,45,United-States
364,<=50K,22,Private,410439,9,Married-spouse-absent,Sales,Not-in-family,White,Male,0,0,55,United-States
365,<=50K,28,Private,92262,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
366,<=50K,56,Self-emp-not-inc,183081,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States
367,<=50K,22,Private,362589,12,Never-married,Sales,Not-in-family,White,Female,0,0,15,United-States
368,>50K,57,Private,212448,13,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,45,United-States
369,<=50K,39,Private,481060,9,Divorced,Sales,Unmarried,White,Female,0,0,40,United-States
370,<=50K,26,Federal-gov,185885,10,Never-married,Adm-clerical,Unmarried,White,Female,0,0,15,United-States
371,<=50K,17,Private,89821,7,Never-married,Other-service,Own-child,White,Male,0,0,10,United-States
372,>50K,40,State-gov,184018,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,38,United-States
373,<=50K,45,Private,256649,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,40,United-States
374,<=50K,44,Private,160323,9,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,40,United-States
375,<=50K,20,Local-gov,350845,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,10,United-States
376,<=50K,33,Private,267404,9,Married-civ-spouse,Craft-repair,Wife,White,Female,0,0,40,United-States
377,<=50K,23,Private,35633,10,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States
378,<=50K,46,Self-emp-not-inc,80914,14,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,30,United-States
379,<=50K,38,Private,172927,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States
380,<=50K,54,Private,174319,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,40,United-States
381,<=50K,46,Private,214955,3,Divorced,Craft-repair,Not-in-family,White,Female,0,2339,45,United-States
382,<=50K,25,Private,344991,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
383,<=50K,46,Private,108699,10,Divorced,Sales,Not-in-family,White,Female,0,0,40,United-States
384,<=50K,36,Local-gov,117312,10,Married-civ-spouse,Transport-moving,Wife,White,Female,0,0,40,United-States
385,<=50K,23,Private,396099,9,Never-married,Other-service,Not-in-family,White,Female,0,0,25,United-States
386,<=50K,29,Private,134152,9,Separated,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States
387,>50K,44,Private,162028,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,2415,6,United-States
388,<=50K,19,Private,25429,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,16,United-States
389,<=50K,19,Private,232392,9,Never-married,Other-service,Other-relative,White,Female,0,0,40,United-States
390,>50K,35,Private,220098,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,United-States
391,<=50K,27,Private,301302,13,Never-married,Craft-repair,Not-in-family,White,Male,0,0,50,United-States
392,<=50K,46,Self-emp-not-inc,277946,12,Separated,Craft-repair,Not-in-family,White,Male,0,0,40,United-States
393,>50K,34,State-gov,98101,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,45,
394,<=50K,34,Private,196164,9,Never-married,Other-service,Not-in-family,White,Female,0,0,35,United-States
395,<=50K,44,Private,115562,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States
396,<=50K,45,Private,96975,10,Divorced,Handlers-cleaners,Unmarried,White,Female,0,0,40,United-States
397,<=50K,20,,137300,9,Never-married,,Other-relative,White,Female,0,0,35,United-States
398,>50K,25,Private,86872,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States
399,>50K,52,Self-emp-inc,132178,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States
400,<=50K,20,Private,416103,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States
401,<=50K,28,Private,108574,10,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States
402,>50K,50,State-gov,288353,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States
403,<=50K,34,Private,227689,11,Divorced,Tech-support,Not-in-family,White,Female,0,0,64,United-States
404,<=50K,28,Private,166481,4,Married-civ-spouse,Handlers-cleaners,Husband,Other,Male,0,2179,40,Puerto-Rico
405,>50K,41,Private,445382,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,65,United-States
406,<=50K,28,Private,110145,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States
407,<=50K,46,Self-emp-not-inc,317253,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,25,United-States
408,>50K,28,,123147,10,Married-civ-spouse,,Wife,White,Female,0,1887,40,United-States
409,<=50K,32,Private,364657,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States
410,<=50K,41,Local-gov,42346,10,Divorced,Other-service,Not-in-family,Black,Female,0,0,24,United-States
411,<=50K,24,Private,241951,9,Never-married,Handlers-cleaners,Unmarried,Black,Female,0,0,40,United-States
412,<=50K,33,Private,118500,10,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States
413,>50K,46,Private,188386,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,60,United-States
414,<=50K,31,State-gov,1033222,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States
415,>50K,35,Private,92440,8,Divorced,Craft-repair,Not-in-family,White,Male,0,0,50,United-States
416,<=50K,52,Private,190762,2,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Mexico
417,<=50K,30,Private,426017,7,Never-married,Other-service,Own-child,White,Female,0,0,19,United-States
418,<=50K,34,Local-gov,243867,7,Separated,Machine-op-inspct,Not-in-family,Black,Male,0,0,40,United-States
419,<=50K,34,State-gov,240283,9,Divorced,Transport-moving,Unmarried,White,Female,0,0,40,United-States
420,<=50K,20,Private,61777,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,30,United-States
421,<=50K,17,Private,175024,7,Never-married,Handlers-cleaners,Own-child,White,Male,2176,0,18,United-States
422,>50K,32,State-gov,92003,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States
423,<=50K,29,Private,188401,9,Divorced,Farming-fishing,Not-in-family,White,Male,0,0,40,United-States
424,<=50K,33,Private,228528,6,Never-married,Craft-repair,Unmarried,White,Female,0,0,35,United-States
425,<=50K,25,Private,133373,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States
426,<=50K,36,Federal-gov,255191,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,1408,40,United-States
427,<=50K,23,Private,204653,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,72,Dominican-Republic
428,>50K,63,Self-emp-inc,222289,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
429,<=50K,47,Local-gov,287480,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States
430,<=50K,80,,107762,9,Widowed,,Not-in-family,White,Male,0,0,24,United-States
431,<=50K,17,,202521,7,Never-married,,Own-child,White,Male,0,0,40,United-States
432,<=50K,40,Self-emp-not-inc,204116,13,Married-spouse-absent,Prof-specialty,Not-in-family,White,Female,2174,0,40,United-States
433,>50K,30,Private,29662,12,Married-civ-spouse,Other-service,Wife,White,Female,0,0,25,United-States
434,<=50K,27,Private,116358,10,Never-married,Craft-repair,Own-child,Asian-Pac-Islander,Male,0,1980,40,Philippines
435,>50K,33,Private,208405,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States
436,<=50K,34,Local-gov,284843,9,Never-married,Farming-fishing,Not-in-family,Black,Male,594,0,60,United-States
437,<=50K,34,Local-gov,117018,10,Never-married,Protective-serv,Not-in-family,White,Female,0,0,40,United-States
438,<=50K,23,Private,81281,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States
